Type,Xmin,Ymin,Xmax,Ymax,Area
Glioma,34.0,90.0,93.0,121.0,1829.0
Meningioma,31.0,82.0,117.0,127.0,3870.0
Metastatic,30.0,85.0,95.0,122.0,2405.0
Glioma,11.0,25.0,56.0,69.0,1980.0
Meningioma,5.0,13.0,79.0,83.0,5180.0
Metastatic,8.0,20.0,69.0,78.0,3538.0
Meningioma,33.0,1.0,135.0,67.0,6732.0
Metastatic,98.0,12.0,111.0,22.0,130.0
Glioma,49.0,85.0,61.0,92.0,84.0
Meningioma,33.0,76.0,76.0,118.0,1806.0
Metastatic,45.0,73.0,62.0,96.0,391.0
Glioma,46.0,26.0,82.0,53.0,972.0
Meningioma,33.0,5.0,107.0,60.0,4070.0
Metastatic,44.0,21.0,83.0,55.0,1326.0
Glioma,20.0,23.0,95.0,69.0,3450.0
Meningioma,11.0,18.0,106.0,72.0,5130.0
Meningioma,37.0,91.0,117.0,124.0,2640.0
Meningioma,95.0,91.0,120.0,106.0,375.0
Meningioma,62.0,99.0,69.0,109.0,70.0
Glioma,78.0,19.0,120.0,53.0,1428.0
Meningioma,58.0,4.0,136.0,61.0,4446.0
Metastatic,68.0,12.0,127.0,58.0,2714.0
Glioma,41.0,13.0,69.0,39.0,728.0
Meningioma,37.0,7.0,86.0,36.0,1421.0
Metastatic,38.0,9.0,75.0,42.0,1221.0
Glioma,87.0,5.0,138.0,47.0,2142.0
Meningioma,67.0,5.0,137.0,62.0,3990.0
Meningioma,44.0,12.0,79.0,36.0,840.0
Metastatic,43.0,16.0,61.0,30.0,252.0
Glioma,99.0,85.0,138.0,119.0,1326.0
Meningioma,93.0,79.0,136.0,120.0,1763.0
Metastatic,96.0,81.0,138.0,121.0,1680.0
Glioma,84.0,50.0,113.0,74.0,696.0
Meningioma,83.0,45.0,114.0,75.0,930.0
Glioma,27.0,2.0,91.0,37.0,2240.0
Meningioma,26.0,7.0,92.0,41.0,2244.0
Metastatic,65.0,26.0,77.0,30.0,48.0
Meningioma,90.0,91.0,121.0,105.0,434.0
Meningioma,96.0,90.0,98.0,93.0,6.0
Meningioma,109.0,17.0,132.0,50.0,759.0
Metastatic,106.0,18.0,121.0,31.0,195.0
Meningioma,73.0,13.0,121.0,33.0,960.0
Metastatic,99.0,17.0,117.0,28.0,198.0
Meningioma,88.0,86.0,104.0,111.0,400.0
Glioma,33.0,88.0,67.0,120.0,1088.0
Meningioma,30.0,89.0,87.0,131.0,2394.0
Metastatic,28.0,84.0,71.0,126.0,1806.0
Glioma,16.0,37.0,56.0,66.0,1160.0
Meningioma,0.0,18.0,92.0,67.0,4508.0
Metastatic,8.0,33.0,63.0,67.0,1870.0
Glioma,24.0,52.0,61.0,88.0,1332.0
Meningioma,12.0,49.0,57.0,102.0,2385.0
Metastatic,18.0,49.0,64.0,91.0,1932.0
Meningioma,75.0,9.0,134.0,53.0,2596.0
Glioma,6.0,67.0,66.0,106.0,2340.0
Meningioma,37.0,67.0,72.0,103.0,1260.0
Metastatic,15.0,82.0,19.0,86.0,16.0
Glioma,2.0,62.0,87.0,113.0,4335.0
Meningioma,1.0,60.0,95.0,118.0,5452.0
Glioma,17.0,26.0,72.0,70.0,2420.0
Meningioma,5.0,16.0,86.0,85.0,5589.0
Metastatic,37.0,28.0,74.0,69.0,1517.0
Glioma,57.0,103.0,74.0,116.0,221.0
Meningioma,39.0,65.0,90.0,122.0,2907.0
Metastatic,50.0,79.0,87.0,125.0,1702.0
Glioma,124.0,78.0,126.0,82.0,8.0
Meningioma,66.0,66.0,138.0,108.0,3024.0
Metastatic,113.0,73.0,138.0,85.0,300.0
Glioma,87.0,106.0,107.0,131.0,500.0
Meningioma,57.0,87.0,128.0,131.0,3124.0
Metastatic,87.0,107.0,106.0,131.0,456.0
Glioma,101.0,28.0,114.0,38.0,130.0
Meningioma,83.0,17.0,138.0,61.0,2420.0
Metastatic,97.0,21.0,122.0,42.0,525.0
Glioma,69.0,21.0,88.0,40.0,361.0
Meningioma,42.0,22.0,129.0,73.0,4437.0
Metastatic,65.0,19.0,92.0,43.0,648.0
Glioma,89.0,10.0,122.0,45.0,1155.0
Meningioma,39.0,0.0,138.0,57.0,5643.0
Metastatic,85.0,2.0,132.0,45.0,2021.0
Meningioma,17.0,57.0,103.0,109.0,4472.0
Meningioma,94.0,89.0,126.0,101.0,384.0
Glioma,0.0,9.0,61.0,92.0,5063.0
Meningioma,0.0,7.0,89.0,105.0,8722.0
Meningioma,61.0,19.0,118.0,60.0,2337.0
Glioma,22.0,17.0,61.0,51.0,1326.0
Meningioma,4.0,8.0,74.0,65.0,3990.0
Metastatic,19.0,14.0,60.0,56.0,1722.0
Glioma,34.0,26.0,73.0,53.0,1053.0
Meningioma,16.0,8.0,104.0,75.0,5896.0
Glioma,40.0,31.0,41.0,33.0,2.0
Meningioma,19.0,12.0,91.0,52.0,2880.0
Glioma,45.0,93.0,104.0,124.0,1829.0
Meningioma,36.0,83.0,112.0,130.0,3572.0
Metastatic,42.0,87.0,107.0,131.0,2860.0
Meningioma,62.0,18.0,102.0,47.0,1160.0
Glioma,46.0,85.0,60.0,99.0,196.0
Meningioma,16.0,71.0,79.0,119.0,3024.0
Metastatic,44.0,72.0,65.0,105.0,693.0
Glioma,24.0,60.0,44.0,80.0,400.0
Meningioma,0.0,51.0,97.0,121.0,6790.0
Metastatic,25.0,61.0,46.0,100.0,819.0
Meningioma,32.0,11.0,93.0,47.0,2196.0
Glioma,22.0,31.0,75.0,63.0,1696.0
Meningioma,20.0,27.0,93.0,64.0,2701.0
Metastatic,20.0,28.0,77.0,63.0,1995.0
Meningioma,54.0,78.0,125.0,114.0,2556.0
Meningioma,84.0,34.0,123.0,51.0,663.0
Glioma,14.0,81.0,45.0,106.0,775.0
Meningioma,0.0,69.0,53.0,104.0,1855.0
Metastatic,14.0,79.0,44.0,104.0,750.0
Glioma,36.0,72.0,79.0,106.0,1462.0
Meningioma,17.0,67.0,80.0,115.0,3024.0
Metastatic,37.0,70.0,84.0,106.0,1692.0
Meningioma,19.0,54.0,61.0,71.0,714.0
Metastatic,28.0,57.0,41.0,69.0,156.0
Glioma,35.0,18.0,80.0,63.0,2025.0
Meningioma,15.0,10.0,111.0,68.0,5568.0
Metastatic,31.0,12.0,93.0,67.0,3410.0
Glioma,47.0,2.0,101.0,42.0,2160.0
Meningioma,32.0,0.0,121.0,71.0,6319.0
Metastatic,42.0,0.0,106.0,55.0,3520.0
Glioma,29.0,93.0,76.0,120.0,1269.0
Meningioma,28.0,83.0,102.0,122.0,2886.0
Metastatic,28.0,106.0,74.0,122.0,736.0
Meningioma,104.0,15.0,119.0,20.0,75.0
Meningioma,40.0,43.0,56.0,61.0,288.0
Metastatic,45.0,46.0,51.0,52.0,36.0
Glioma,1.0,66.0,24.0,85.0,437.0
Meningioma,9.0,59.0,67.0,97.0,2204.0
Metastatic,1.0,66.0,34.0,88.0,726.0
Glioma,41.0,46.0,59.0,60.0,252.0
Meningioma,40.0,15.0,106.0,70.0,3630.0
Metastatic,41.0,31.0,81.0,66.0,1400.0
Meningioma,33.0,84.0,73.0,125.0,1640.0
Glioma,42.0,75.0,101.0,107.0,1888.0
Meningioma,32.0,70.0,104.0,120.0,3600.0
Metastatic,45.0,76.0,100.0,106.0,1650.0
Glioma,16.0,53.0,54.0,93.0,1520.0
Meningioma,0.0,50.0,68.0,122.0,4896.0
Metastatic,20.0,71.0,23.0,75.0,12.0
Glioma,0.0,21.0,56.0,66.0,2520.0
Meningioma,0.0,10.0,79.0,81.0,5609.0
Metastatic,0.0,17.0,61.0,75.0,3538.0
Glioma,40.0,24.0,99.0,48.0,1416.0
Meningioma,96.0,11.0,121.0,48.0,925.0
Metastatic,34.0,21.0,103.0,51.0,2070.0
Glioma,57.0,114.0,99.0,128.0,588.0
Meningioma,37.0,89.0,133.0,131.0,4032.0
Metastatic,74.0,114.0,98.0,129.0,360.0
Glioma,82.0,63.0,117.0,90.0,945.0
Meningioma,71.0,63.0,127.0,102.0,2184.0
Metastatic,83.0,62.0,116.0,94.0,1056.0
Meningioma,25.0,22.0,67.0,49.0,1134.0
Meningioma,34.0,29.0,78.0,61.0,1408.0
Meningioma,52.0,71.0,80.0,82.0,308.0
Metastatic,29.0,57.0,46.0,81.0,408.0
Meningioma,47.0,20.0,68.0,27.0,147.0
Meningioma,38.0,95.0,74.0,111.0,576.0
Glioma,63.0,93.0,69.0,104.0,66.0
Meningioma,20.0,71.0,92.0,113.0,3024.0
Metastatic,61.0,93.0,70.0,104.0,99.0
Meningioma,33.0,0.0,78.0,32.0,1440.0
Metastatic,39.0,0.0,70.0,25.0,775.0
Glioma,98.0,36.0,126.0,51.0,420.0
Meningioma,86.0,26.0,138.0,63.0,1924.0
Metastatic,94.0,33.0,131.0,56.0,851.0
Glioma,17.0,21.0,54.0,67.0,1702.0
Meningioma,21.0,7.0,101.0,74.0,5360.0
Metastatic,10.0,17.0,60.0,70.0,2650.0
Glioma,42.0,1.0,88.0,34.0,1518.0
Meningioma,33.0,5.0,114.0,41.0,2916.0
Metastatic,42.0,0.0,93.0,34.0,1734.0
Meningioma,46.0,19.0,67.0,38.0,399.0
Glioma,77.0,16.0,138.0,57.0,2501.0
Meningioma,73.0,8.0,138.0,63.0,3575.0
Glioma,83.0,35.0,106.0,51.0,368.0
Meningioma,55.0,24.0,130.0,92.0,5100.0
Metastatic,73.0,31.0,109.0,75.0,1584.0
Glioma,102.0,74.0,123.0,94.0,420.0
Meningioma,85.0,66.0,138.0,107.0,2173.0
Metastatic,101.0,74.0,124.0,95.0,483.0
Glioma,48.0,17.0,82.0,66.0,1666.0
Meningioma,31.0,0.0,112.0,85.0,6885.0
Metastatic,45.0,14.0,88.0,66.0,2236.0
Glioma,108.0,98.0,121.0,108.0,130.0
Meningioma,90.0,88.0,130.0,116.0,1120.0
Metastatic,102.0,92.0,120.0,111.0,342.0
Glioma,52.0,79.0,76.0,108.0,696.0
Meningioma,17.0,69.0,96.0,116.0,3713.0
Metastatic,52.0,79.0,76.0,108.0,696.0
Meningioma,64.0,73.0,74.0,83.0,100.0
Glioma,10.0,23.0,54.0,61.0,1672.0
Meningioma,3.0,22.0,80.0,82.0,4620.0
Metastatic,11.0,24.0,46.0,52.0,980.0
Meningioma,87.0,70.0,101.0,83.0,182.0
Glioma,10.0,11.0,53.0,59.0,2064.0
Meningioma,0.0,9.0,81.0,85.0,6156.0
Metastatic,11.0,14.0,45.0,54.0,1360.0
Meningioma,74.0,20.0,110.0,41.0,756.0
Glioma,94.0,47.0,104.0,55.0,80.0
Meningioma,69.0,24.0,131.0,89.0,4030.0
Metastatic,93.0,45.0,107.0,57.0,168.0
Glioma,23.0,60.0,69.0,91.0,1426.0
Meningioma,17.0,54.0,78.0,100.0,2806.0
Metastatic,22.0,60.0,70.0,91.0,1488.0
Glioma,109.0,77.0,116.0,87.0,70.0
Meningioma,79.0,67.0,132.0,104.0,1961.0
Metastatic,101.0,72.0,124.0,94.0,506.0
Glioma,98.0,71.0,127.0,91.0,580.0
Meningioma,88.0,74.0,131.0,102.0,1204.0
Metastatic,91.0,66.0,131.0,97.0,1240.0
Meningioma,32.0,3.0,119.0,105.0,8874.0
Glioma,52.0,71.0,122.0,128.0,3990.0
Meningioma,23.0,64.0,138.0,131.0,7705.0
Metastatic,53.0,75.0,120.0,128.0,3551.0
Glioma,88.0,6.0,138.0,44.0,1900.0
Meningioma,69.0,22.0,138.0,58.0,2484.0
Meningioma,27.0,26.0,69.0,59.0,1386.0
Glioma,59.0,33.0,115.0,67.0,1904.0
Meningioma,100.0,27.0,109.0,35.0,72.0
Metastatic,56.0,30.0,121.0,72.0,2730.0
Glioma,61.0,93.0,108.0,127.0,1598.0
Meningioma,39.0,76.0,126.0,130.0,4698.0
Metastatic,61.0,93.0,106.0,127.0,1530.0
Meningioma,47.0,72.0,90.0,97.0,1075.0
Glioma,26.0,54.0,35.0,66.0,108.0
Meningioma,0.0,20.0,86.0,80.0,5160.0
Glioma,35.0,24.0,69.0,53.0,986.0
Meningioma,25.0,13.0,86.0,65.0,3172.0
Metastatic,46.0,22.0,69.0,53.0,713.0
Glioma,32.0,20.0,74.0,45.0,1050.0
Meningioma,22.0,9.0,95.0,45.0,2628.0
Metastatic,30.0,16.0,83.0,44.0,1484.0
Meningioma,62.0,3.0,128.0,53.0,3300.0
Glioma,86.0,76.0,138.0,117.0,2132.0
Meningioma,79.0,68.0,138.0,126.0,3422.0
Metastatic,93.0,77.0,138.0,117.0,1800.0
Glioma,96.0,76.0,103.0,86.0,70.0
Meningioma,71.0,27.0,105.0,88.0,2074.0
Metastatic,92.0,69.0,108.0,87.0,288.0
Meningioma,44.0,5.0,74.0,35.0,900.0
Glioma,64.0,6.0,104.0,42.0,1440.0
Meningioma,36.0,0.0,135.0,49.0,4851.0
Metastatic,62.0,5.0,108.0,42.0,1702.0
Meningioma,38.0,55.0,111.0,95.0,2920.0
Glioma,48.0,10.0,114.0,59.0,3234.0
Meningioma,43.0,11.0,116.0,61.0,3650.0
Metastatic,55.0,22.0,94.0,58.0,1404.0
Glioma,22.0,27.0,72.0,73.0,2300.0
Meningioma,4.0,16.0,86.0,84.0,5576.0
Metastatic,28.0,27.0,74.0,72.0,2070.0
Glioma,69.0,74.0,135.0,120.0,3036.0
Meningioma,69.0,75.0,112.0,115.0,1720.0
Metastatic,112.0,88.0,121.0,92.0,36.0
Glioma,44.0,23.0,78.0,39.0,544.0
Meningioma,80.0,18.0,94.0,27.0,126.0
Metastatic,37.0,20.0,83.0,41.0,966.0
Glioma,104.0,36.0,129.0,58.0,550.0
Meningioma,81.0,21.0,138.0,62.0,2337.0
Metastatic,90.0,36.0,130.0,64.0,1120.0
Meningioma,58.0,25.0,132.0,84.0,4366.0
Metastatic,98.0,44.0,106.0,52.0,64.0
Glioma,20.0,30.0,72.0,63.0,1716.0
Meningioma,5.0,14.0,91.0,61.0,4042.0
Metastatic,17.0,26.0,75.0,63.0,2146.0
Glioma,0.0,41.0,71.0,74.0,2343.0
Meningioma,0.0,24.0,83.0,90.0,5478.0
Meningioma,94.0,38.0,105.0,44.0,66.0
Glioma,55.0,31.0,92.0,75.0,1628.0
Meningioma,52.0,43.0,97.0,75.0,1440.0
Metastatic,59.0,34.0,92.0,66.0,1056.0
Glioma,0.0,66.0,60.0,125.0,3540.0
Meningioma,0.0,56.0,63.0,112.0,3528.0
Metastatic,0.0,59.0,63.0,124.0,4095.0
Glioma,25.0,65.0,64.0,93.0,1092.0
Meningioma,3.0,27.0,85.0,104.0,6314.0
Metastatic,21.0,55.0,67.0,94.0,1794.0
Glioma,89.0,57.0,108.0,68.0,209.0
Meningioma,54.0,34.0,120.0,66.0,2112.0
Metastatic,91.0,60.0,108.0,67.0,119.0
Glioma,32.0,90.0,62.0,110.0,600.0
Meningioma,41.0,95.0,79.0,120.0,950.0
Metastatic,27.0,84.0,69.0,114.0,1260.0
Glioma,22.0,58.0,57.0,93.0,1225.0
Meningioma,16.0,57.0,51.0,99.0,1470.0
Metastatic,20.0,59.0,52.0,91.0,1024.0
Glioma,54.0,1.0,92.0,38.0,1406.0
Meningioma,26.0,0.0,125.0,65.0,6435.0
Metastatic,50.0,0.0,96.0,41.0,1886.0
Meningioma,96.0,43.0,116.0,57.0,280.0
Metastatic,48.0,37.0,56.0,39.0,16.0
Glioma,42.0,37.0,59.0,60.0,391.0
Meningioma,16.0,13.0,120.0,69.0,5824.0
Metastatic,36.0,21.0,70.0,66.0,1530.0
Glioma,21.0,22.0,49.0,58.0,1008.0
Meningioma,0.0,12.0,73.0,76.0,4672.0
Metastatic,0.0,19.0,56.0,65.0,2576.0
Meningioma,43.0,91.0,58.0,100.0,135.0
Meningioma,31.0,80.0,112.0,127.0,3807.0
Metastatic,50.0,92.0,66.0,101.0,144.0
Meningioma,79.0,89.0,118.0,118.0,1131.0
Glioma,45.0,24.0,89.0,47.0,1012.0
Meningioma,33.0,9.0,119.0,73.0,5504.0
Glioma,85.0,92.0,105.0,107.0,300.0
Meningioma,51.0,74.0,119.0,129.0,3740.0
Metastatic,84.0,94.0,106.0,111.0,374.0
Glioma,5.0,65.0,65.0,109.0,2640.0
Meningioma,41.0,71.0,71.0,109.0,1140.0
Metastatic,14.0,71.0,40.0,86.0,390.0
Meningioma,36.0,36.0,84.0,73.0,1776.0
Meningioma,46.0,98.0,107.0,131.0,2013.0
Glioma,89.0,10.0,108.0,29.0,361.0
Meningioma,54.0,8.0,136.0,52.0,3608.0
Metastatic,86.0,8.0,113.0,36.0,756.0
Meningioma,47.0,3.0,126.0,59.0,4424.0
Metastatic,98.0,34.0,112.0,46.0,168.0
Glioma,46.0,93.0,91.0,117.0,1080.0
Meningioma,23.0,73.0,109.0,123.0,4300.0
Metastatic,59.0,94.0,88.0,115.0,609.0
Glioma,0.0,8.0,54.0,63.0,2970.0
Meningioma,0.0,2.0,82.0,84.0,6724.0
Metastatic,12.0,45.0,38.0,63.0,468.0
Glioma,37.0,58.0,79.0,99.0,1722.0
Meningioma,36.0,57.0,83.0,97.0,1880.0
Metastatic,36.0,56.0,83.0,98.0,1974.0
Meningioma,91.0,73.0,138.0,109.0,1692.0
Meningioma,39.0,40.0,60.0,66.0,546.0
Metastatic,48.0,47.0,52.0,51.0,16.0
Glioma,23.0,75.0,64.0,117.0,1722.0
Meningioma,3.0,69.0,75.0,117.0,3456.0
Metastatic,22.0,72.0,68.0,119.0,2162.0
Glioma,126.0,72.0,138.0,93.0,252.0
Meningioma,85.0,67.0,134.0,113.0,2254.0
Metastatic,117.0,66.0,138.0,101.0,735.0
Meningioma,89.0,64.0,92.0,69.0,15.0
Meningioma,96.0,94.0,118.0,124.0,660.0
Meningioma,39.0,17.0,79.0,56.0,1560.0
Glioma,67.0,91.0,105.0,129.0,1444.0
Meningioma,63.0,73.0,130.0,131.0,3886.0
Metastatic,68.0,114.0,78.0,129.0,150.0
Meningioma,92.0,88.0,128.0,103.0,540.0
Glioma,58.0,98.0,100.0,131.0,1386.0
Meningioma,47.0,94.0,116.0,131.0,2553.0
Metastatic,54.0,93.0,108.0,131.0,2052.0
Glioma,88.0,31.0,128.0,63.0,1280.0
Meningioma,47.0,2.0,136.0,67.0,5785.0
Metastatic,67.0,23.0,130.0,64.0,2583.0
Meningioma,26.0,3.0,135.0,59.0,6104.0
Metastatic,86.0,34.0,108.0,50.0,352.0
Glioma,51.0,73.0,79.0,108.0,980.0
Meningioma,46.0,72.0,91.0,117.0,2025.0
Meningioma,7.0,70.0,47.0,99.0,1160.0
Glioma,77.0,109.0,100.0,129.0,460.0
Meningioma,45.0,102.0,104.0,130.0,1652.0
Metastatic,77.0,104.0,99.0,127.0,506.0
Meningioma,75.0,83.0,122.0,122.0,1833.0
Meningioma,72.0,17.0,117.0,44.0,1215.0
Glioma,76.0,38.0,94.0,64.0,468.0
Meningioma,36.0,28.0,117.0,68.0,3240.0
Metastatic,73.0,35.0,100.0,67.0,864.0
Meningioma,90.0,105.0,94.0,110.0,20.0
Glioma,0.0,41.0,48.0,100.0,2832.0
Meningioma,0.0,30.0,68.0,121.0,6188.0
Metastatic,0.0,41.0,48.0,100.0,2832.0
Glioma,25.0,88.0,76.0,119.0,1581.0
Meningioma,33.0,77.0,100.0,131.0,3618.0
Metastatic,21.0,83.0,89.0,124.0,2788.0
Glioma,88.0,51.0,111.0,75.0,552.0
Meningioma,79.0,47.0,108.0,77.0,870.0
Metastatic,98.0,57.0,102.0,63.0,24.0
Meningioma,0.0,18.0,68.0,69.0,3468.0
Metastatic,6.0,49.0,23.0,65.0,272.0
Glioma,14.0,54.0,87.0,100.0,3358.0
Meningioma,2.0,62.0,87.0,111.0,4165.0
Metastatic,15.0,54.0,87.0,99.0,3240.0
Meningioma,78.0,92.0,86.0,95.0,24.0
Meningioma,40.0,72.0,64.0,85.0,312.0
Glioma,25.0,5.0,76.0,31.0,1326.0
Meningioma,21.0,1.0,109.0,51.0,4400.0
Metastatic,19.0,4.0,83.0,38.0,2176.0
Meningioma,14.0,20.0,63.0,76.0,2744.0
Glioma,75.0,23.0,100.0,37.0,350.0
Meningioma,41.0,0.0,133.0,64.0,5888.0
Metastatic,63.0,15.0,119.0,45.0,1680.0
Glioma,49.0,0.0,106.0,28.0,1596.0
Meningioma,40.0,0.0,127.0,60.0,5220.0
Metastatic,46.0,0.0,106.0,47.0,2820.0
Meningioma,12.0,14.0,84.0,62.0,3456.0
Metastatic,29.0,21.0,63.0,62.0,1394.0
Glioma,84.0,67.0,123.0,101.0,1326.0
Metastatic,90.0,81.0,107.0,90.0,153.0
Meningioma,21.0,53.0,56.0,64.0,385.0
Glioma,45.0,87.0,51.0,97.0,60.0
Meningioma,36.0,86.0,53.0,105.0,323.0
Metastatic,50.0,94.0,51.0,95.0,1.0
Glioma,40.0,39.0,44.0,51.0,48.0
Meningioma,33.0,2.0,107.0,52.0,3700.0
Metastatic,36.0,34.0,53.0,54.0,340.0
Glioma,36.0,26.0,84.0,59.0,1584.0
Meningioma,17.0,8.0,108.0,77.0,6279.0
Metastatic,31.0,22.0,87.0,61.0,2184.0
Meningioma,29.0,71.0,76.0,109.0,1786.0
Meningioma,34.0,32.0,62.0,46.0,392.0
Meningioma,15.0,30.0,65.0,65.0,1750.0
Glioma,67.0,42.0,90.0,65.0,529.0
Meningioma,60.0,36.0,94.0,67.0,1054.0
Metastatic,66.0,42.0,90.0,65.0,552.0
Meningioma,52.0,92.0,116.0,124.0,2048.0
Metastatic,65.0,97.0,112.0,126.0,1363.0
Glioma,37.0,17.0,78.0,58.0,1681.0
Meningioma,21.0,7.0,96.0,72.0,4875.0
Meningioma,51.0,101.0,60.0,111.0,90.0
Metastatic,59.0,109.0,65.0,116.0,42.0
Glioma,81.0,4.0,134.0,47.0,2279.0
Meningioma,70.0,16.0,132.0,61.0,2790.0
Glioma,0.0,48.0,69.0,102.0,3726.0
Meningioma,0.0,41.0,79.0,127.0,6794.0
Metastatic,0.0,52.0,64.0,93.0,2624.0
Glioma,36.0,47.0,54.0,65.0,324.0
Meningioma,0.0,23.0,58.0,87.0,3712.0
Metastatic,36.0,50.0,40.0,52.0,8.0
Glioma,73.0,25.0,74.0,28.0,3.0
Meningioma,62.0,15.0,94.0,33.0,576.0
Metastatic,68.0,20.0,88.0,34.0,280.0
Glioma,97.0,105.0,102.0,107.0,10.0
Meningioma,42.0,89.0,117.0,123.0,2550.0
Metastatic,69.0,99.0,107.0,119.0,760.0
Glioma,78.0,59.0,137.0,104.0,2655.0
Glioma,56.0,78.0,120.0,123.0,2880.0
Meningioma,48.0,68.0,133.0,129.0,5185.0
Metastatic,56.0,78.0,120.0,120.0,2688.0
Glioma,72.0,6.0,138.0,63.0,3762.0
Meningioma,71.0,14.0,138.0,66.0,3484.0
Meningioma,67.0,81.0,114.0,123.0,1974.0
Meningioma,94.0,81.0,138.0,131.0,2200.0
Glioma,70.0,13.0,85.0,33.0,300.0
Meningioma,63.0,3.0,117.0,44.0,2214.0
Metastatic,67.0,6.0,113.0,40.0,1564.0
Glioma,79.0,76.0,101.0,100.0,528.0
Meningioma,73.0,73.0,116.0,124.0,2193.0
Metastatic,73.0,75.0,102.0,106.0,899.0
Glioma,28.0,22.0,81.0,54.0,1696.0
Meningioma,64.0,24.0,72.0,30.0,48.0
Glioma,45.0,81.0,103.0,131.0,2900.0
Meningioma,31.0,82.0,136.0,131.0,5145.0
Metastatic,46.0,81.0,102.0,131.0,2800.0
Meningioma,32.0,99.0,59.0,118.0,513.0
Metastatic,51.0,113.0,57.0,119.0,36.0
Glioma,65.0,64.0,124.0,104.0,2360.0
Meningioma,53.0,64.0,137.0,124.0,5040.0
Metastatic,62.0,65.0,127.0,104.0,2535.0
Glioma,24.0,61.0,44.0,79.0,360.0
Meningioma,0.0,52.0,105.0,125.0,7665.0
Metastatic,26.0,63.0,42.0,77.0,224.0
Meningioma,52.0,88.0,53.0,90.0,2.0
Glioma,56.0,91.0,87.0,109.0,558.0
Meningioma,54.0,86.0,91.0,113.0,999.0
Metastatic,61.0,98.0,65.0,102.0,16.0
Glioma,123.0,82.0,138.0,98.0,240.0
Meningioma,103.0,75.0,138.0,115.0,1400.0
Metastatic,123.0,83.0,138.0,96.0,195.0
Glioma,0.0,57.0,43.0,89.0,1376.0
Meningioma,0.0,30.0,60.0,120.0,5400.0
Metastatic,0.0,55.0,45.0,94.0,1755.0
Meningioma,40.0,20.0,61.0,43.0,483.0
Glioma,129.0,75.0,138.0,87.0,108.0
Meningioma,84.0,71.0,138.0,114.0,2322.0
Metastatic,128.0,70.0,138.0,96.0,260.0
Meningioma,58.0,75.0,84.0,94.0,494.0
Meningioma,9.0,16.0,86.0,64.0,3696.0
Glioma,37.0,30.0,57.0,44.0,280.0
Meningioma,29.0,11.0,67.0,45.0,1292.0
Metastatic,35.0,26.0,56.0,48.0,462.0
Glioma,48.0,66.0,101.0,97.0,1643.0
Meningioma,45.0,65.0,103.0,99.0,1972.0
Meningioma,70.0,10.0,106.0,47.0,1332.0
Glioma,44.0,77.0,52.0,100.0,184.0
Meningioma,16.0,69.0,85.0,118.0,3381.0
Metastatic,36.0,71.0,66.0,110.0,1170.0
Glioma,40.0,29.0,51.0,42.0,143.0
Meningioma,33.0,19.0,79.0,54.0,1610.0
Metastatic,37.0,24.0,59.0,42.0,396.0
Glioma,26.0,80.0,86.0,125.0,2700.0
Meningioma,32.0,89.0,113.0,123.0,2754.0
Metastatic,46.0,79.0,63.0,85.0,102.0
Glioma,87.0,5.0,124.0,40.0,1295.0
Meningioma,86.0,5.0,138.0,49.0,2288.0
Metastatic,88.0,2.0,138.0,40.0,1900.0
Glioma,93.0,75.0,138.0,110.0,1575.0
Meningioma,62.0,64.0,137.0,122.0,4350.0
Metastatic,91.0,70.0,138.0,109.0,1833.0
Glioma,54.0,73.0,91.0,96.0,851.0
Meningioma,35.0,23.0,102.0,114.0,6097.0
Metastatic,49.0,72.0,91.0,100.0,1176.0
Glioma,0.0,22.0,47.0,71.0,2303.0
Meningioma,0.0,15.0,55.0,88.0,4015.0
Metastatic,0.0,18.0,47.0,68.0,2350.0
Glioma,94.0,75.0,136.0,109.0,1428.0
Meningioma,63.0,65.0,137.0,122.0,4218.0
Metastatic,91.0,69.0,138.0,110.0,1927.0
Meningioma,96.0,97.0,98.0,98.0,2.0
Glioma,28.0,86.0,85.0,131.0,2565.0
Meningioma,27.0,95.0,107.0,131.0,2880.0
Metastatic,41.0,108.0,77.0,130.0,792.0
Glioma,71.0,71.0,111.0,100.0,1160.0
Glioma,67.0,85.0,103.0,109.0,864.0
Meningioma,64.0,84.0,117.0,124.0,2120.0
Metastatic,66.0,85.0,109.0,113.0,1204.0
Glioma,77.0,110.0,104.0,127.0,459.0
Meningioma,44.0,92.0,124.0,126.0,2720.0
Metastatic,77.0,102.0,108.0,124.0,682.0
Glioma,74.0,86.0,119.0,120.0,1530.0
Meningioma,67.0,80.0,126.0,123.0,2537.0
Metastatic,74.0,86.0,121.0,119.0,1551.0
Glioma,50.0,0.0,94.0,47.0,2068.0
Meningioma,38.0,0.0,114.0,46.0,3496.0
Metastatic,50.0,3.0,80.0,37.0,1020.0
Glioma,72.0,27.0,91.0,41.0,266.0
Meningioma,63.0,20.0,98.0,53.0,1155.0
Metastatic,67.0,21.0,95.0,37.0,448.0
Meningioma,36.0,26.0,85.0,46.0,980.0
Metastatic,85.0,60.0,89.0,66.0,24.0
Meningioma,26.0,38.0,64.0,62.0,912.0
Meningioma,57.0,96.0,64.0,99.0,21.0
Meningioma,82.0,118.0,103.0,128.0,210.0
Glioma,0.0,14.0,53.0,81.0,3551.0
Meningioma,0.0,10.0,112.0,107.0,10864.0
Metastatic,0.0,14.0,52.0,79.0,3380.0
Glioma,57.0,25.0,61.0,27.0,8.0
